 0.0000000,  0.9897244
 0.1000000,  0.9958689
 0.2000000,  1.0212010
 0.3000000,  1.0213581
 0.4000000,  0.9791161
 0.5000000,  0.7935833
 0.6000000,  0.7317711
 0.7000000,  0.6921002
 0.8000000,  0.7317058
 0.9000000,  0.6014885
 1.0000000,  0.7158067
 1.1000000,  0.6159784
 1.2000000,  0.5259879
 1.3000000,  0.5016637
 1.4000000,  0.4358021
 1.5000000,  0.5832465
 1.6000000,  0.4112572
 1.7000000,  0.4081535
 1.8000000,  0.4191346
 1.9000000,  0.4235970
 2.0000000,  0.3513996
 2.1000000,  0.3040879
 2.2000000,  0.3218894
 2.3000000,  0.3058569
 2.4000000,  0.2987452
 2.5000000,  0.2935807
 2.6000000,  0.2128653
 2.7000000,  0.2195180
 2.8000000,  0.1524304
 2.9000000,  0.1847365
 3.0000000,  0.1558089
 3.1000000,  0.1446906
 3.2000000,  0.1339392
 3.3000000,  0.0938216
 3.4000000,  0.1077145
 3.5000000,  0.0802753
 3.6000000,  0.0835718
 3.7000000,  0.0757326
 3.8000000,  0.0569825
 3.9000000,  0.0495311
 4.0000000,  0.0460676
 4.1000000,  0.0304108
 4.2000000,  0.0251215
 4.3000000,  0.0181472
 4.4000000,  0.0148184
 4.5000000,  0.0092899
 4.6000000,  0.0064313
 4.7000000,  0.0029378
 4.8000000,  0.0017734
 4.9000000,  0.0004142
 5.0000000,  0.0000000
 5.1000000,  0.0004431
 5.2000000,  0.0014505
 5.3000000,  0.0030487
 5.4000000,  0.0061051
 5.5000000,  0.0092277
 5.6000000,  0.0164760
 5.7000000,  0.0219718
 5.8000000,  0.0245281
 5.9000000,  0.0280623
 6.0000000,  0.0436665
 6.1000000,  0.0448757
 6.2000000,  0.0599174
 6.3000000,  0.0461058
 6.4000000,  0.0847987
 6.5000000,  0.0894807
 6.6000000,  0.1144546
 6.7000000,  0.1073645
 6.8000000,  0.1313914
 6.9000000,  0.1307882
 7.0000000,  0.1631967
 7.1000000,  0.1920208
 7.2000000,  0.1921235
 7.3000000,  0.2768486
 7.4000000,  0.2286612
 7.5000000,  0.2348760
 7.6000000,  0.2774869
 7.7000000,  0.2697731
 7.8000000,  0.2465368
 7.9000000,  0.3288245
 8.0000000,  0.3536443
 8.1000000,  0.3778761
 8.2000000,  0.5622397
 8.3000000,  0.4807093
 8.4000000,  0.4893496
 8.5000000,  0.4805965
 8.6000000,  0.4622675
 8.7000000,  0.5403408
 8.8000000,  0.5528430
 8.9000000,  0.6084698
 9.0000000,  0.5937868
 9.1000000,  0.7611071
 9.2000000,  0.6606604
 9.3000000,  0.7195538
 9.4000000,  0.9329386
 9.5000000,  0.8026109
 9.6000000,  0.8876479
 9.7000000,  0.8817231
 9.8000000,  0.8004021
 9.9000000,  0.9029739
10.0000000,  1.1184310
10.1000000,  0.9354489
10.2000000,  0.8463488
10.3000000,  0.8676470
10.4000000,  0.8691715
10.5000000,  0.8049829
10.6000000,  0.6904349
10.7000000,  0.7823739
10.8000000,  0.6787333
10.9000000,  0.7067365
11.0000000,  0.6814846
11.1000000,  0.6727032
11.2000000,  0.6333571
11.3000000,  0.5535548
11.4000000,  0.6395585
11.5000000,  0.4719993
11.6000000,  0.4950705
11.7000000,  0.4035246
11.8000000,  0.3639831
11.9000000,  0.3673406
12.0000000,  0.3578507
12.1000000,  0.2925440
12.2000000,  0.3325515
12.3000000,  0.3301002
12.4000000,  0.3225680
12.5000000,  0.2768528
12.6000000,  0.2066531
12.7000000,  0.1795761
12.8000000,  0.2202144
12.9000000,  0.1323568
13.0000000,  0.1693587
13.1000000,  0.1397021
13.2000000,  0.1292294
13.3000000,  0.0920550
13.4000000,  0.0840170
13.5000000,  0.1010487
13.6000000,  0.0836888
13.7000000,  0.0688060
13.8000000,  0.0663749
13.9000000,  0.0442965
14.0000000,  0.0408509
14.1000000,  0.0329395
14.2000000,  0.0285208
14.3000000,  0.0202003
14.4000000,  0.0142860
14.5000000,  0.0076168
14.6000000,  0.0061776
14.7000000,  0.0033573
14.8000000,  0.0017937
14.9000000,  0.0004185
15.0000000,  0.0000000
15.1000000,  0.0003626
15.2000000,  0.0014372
15.3000000,  0.0037156
15.4000000,  0.0059287
15.5000000,  0.0094594
15.6000000,  0.0135818
15.7000000,  0.0205414
15.8000000,  0.0227180
15.9000000,  0.0305614
16.0000000,  0.0330902
16.1000000,  0.0507564
16.2000000,  0.0588286
16.3000000,  0.0726097
16.4000000,  0.0769501
16.5000000,  0.0856262
16.6000000,  0.0898584
16.7000000,  0.1356623
16.8000000,  0.1273972
16.9000000,  0.1612431
17.0000000,  0.1531942
17.1000000,  0.1574731
17.2000000,  0.2301807
17.3000000,  0.2120791
17.4000000,  0.2568982
17.5000000,  0.2057729
17.6000000,  0.2861995
17.7000000,  0.2892013
17.8000000,  0.3170040
17.9000000,  0.3160660
18.0000000,  0.3714672
18.1000000,  0.3488434
18.2000000,  0.4622644
18.3000000,  0.5458565
18.4000000,  0.3965298
18.5000000,  0.4988478
18.6000000,  0.5063637
18.7000000,  0.4805263
18.8000000,  0.5236560
18.9000000,  0.5198859
19.0000000,  0.5824523
19.1000000,  0.7496272
19.2000000,  0.6425011
19.3000000,  0.8865969
19.4000000,  0.7498935
