X-values,X-error,Y-values,Y-avlue
0.0,0.0,0.0,0.0
0.1,0.005000000000000001,0.01111961734326382,0.000555980867163191
0.2,0.010000000000000002,0.04408531043000729,0.0022042655215003646
0.3,0.015,0.08986172832328779,0.00449308641616439
0.4,0.020000000000000004,0.1779001836207178,0.00889500918103589
0.5,0.025,0.25097442257175506,0.012548721128587754
0.6,0.03,0.3757221770811394,0.018786108854056974
0.7,0.034999999999999996,0.5378747947795237,0.026893739738976186
0.8,0.04000000000000001,0.6929718671117499,0.034648593355587495
0.9,0.045000000000000005,0.8160019422283764,0.040800097111418826
1.0,0.05,0.9971646366660027,0.04985823183330014
1.1,0.05500000000000001,1.0108268581352693,0.050541342906763466
1.2,0.06,1.28260603216172,0.06413030160808601
1.3,0.065,1.853462932778951,0.09267314663894755
1.4,0.06999999999999999,1.6755470304302207,0.08377735152151104
1.5,0.07500000000000001,1.7939311212072822,0.08969655606036411
1.6,0.08000000000000002,2.6220250824239564,0.13110125412119783
1.7,0.085,2.8672117903548147,0.14336058951774075
1.8,0.09000000000000001,2.745059267812567,0.13725296339062837
1.9,0.095,4.202767129785262,0.21013835648926313
2.0,0.1,5.047192558470729,0.25235962792353644
2.1,0.10500000000000001,4.623714584754922,0.23118572923774613
2.2,0.11000000000000001,5.678023900808485,0.28390119504042427
2.3,0.11499999999999999,6.0737722643891106,0.30368861321945556
2.4,0.12,4.929364698949726,0.24646823494748632
2.5,0.125,6.899037228414635,0.34495186142073175
2.6,0.13,6.404508111059682,0.3202254055529841
2.7,0.135,8.114933084916386,0.4057466542458193
2.8,0.13999999999999999,9.57587782290209,0.4787938911451045
2.9,0.145,8.895345545758644,0.44476727728793225
3.0,0.15000000000000002,7.918031863554423,0.39590159317772117
3.1,0.15500000000000003,9.871476742052991,0.49357383710264957
3.2,0.16000000000000003,9.329976920436748,0.4664988460218374
3.3,0.165,11.507618621013846,0.5753809310506923
3.4,0.17,12.0648751990056,0.60324375995028
3.5,0.17500000000000002,10.451749489384122,0.5225874744692062
3.6,0.18000000000000002,14.327133653152456,0.7163566826576229
3.7,0.18500000000000003,12.591740307261267,0.6295870153630634
3.8,0.19,12.704392279927934,0.6352196139963967
3.9,0.195,18.82437460355543,0.9412187301777716
4.0,0.2,19.76478579659101,0.9882392898295506
4.1,0.205,18.504455479171405,0.9252227739585703
4.2,0.21000000000000002,16.792978811589045,0.8396489405794523
4.3,0.215,17.604390948731723,0.8802195474365861
4.4,0.22000000000000003,22.186530087649356,1.1093265043824678
4.5,0.225,18.763039218110094,0.9381519609055048
4.6,0.22999999999999998,20.679838078955328,1.0339919039477665
4.7,0.23500000000000001,26.029343247349804,1.3014671623674903
4.8,0.24,25.676479598121535,1.2838239799060769
4.9,0.24500000000000002,22.759078886364236,1.1379539443182118
5.0,0.25,25.33759676537268,1.2668798382686342
5.1,0.255,29.247925513837533,1.4623962756918767
5.2,0.26,30.486859497732663,1.5243429748866333
5.3,0.265,18.397036343005176,0.9198518171502589
5.4,0.27,23.3497155645074,1.16748577822537
5.5,0.275,31.67188652600667,1.5835943263003336
5.6,0.27999999999999997,32.06846817576874,1.6034234087884371
5.7,0.28500000000000003,31.668416445163498,1.583420822258175
5.8,0.29,37.086656910307944,1.8543328455153973
5.9,0.29500000000000004,32.83287715842921,1.6416438579214607
6.0,0.30000000000000004,37.513812885018666,1.8756906442509333
6.1,0.305,37.08657729240059,1.8543288646200295
6.2,0.31000000000000005,38.19721904267108,1.9098609521335541
6.3,0.315,43.17510347813293,2.1587551739066466
6.4,0.32000000000000006,41.53240043542027,2.0766200217710136
6.5,0.325,42.21532191847756,2.110766095923878
6.6,0.33,41.73268873528075,2.086634436764038
6.7,0.335,42.96635781187153,2.1483178905935767
6.8,0.34,57.88132092514443,2.8940660462572216
6.9,0.34500000000000003,48.24416508165065,2.4122082540825325
7.0,0.35000000000000003,49.553420184190244,2.477671009209512
7.1,0.355,55.543267858716625,2.7771633929358313
7.2,0.36000000000000004,38.481791836250046,1.9240895918125025
7.3,0.365,44.337552878342876,2.216877643917144
7.4,0.37000000000000005,54.007978983804335,2.700398949190217
7.5,0.375,47.90727784403101,2.3953638922015505
7.6,0.38,55.2598489226079,2.7629924461303954
7.7,0.385,67.23261822747814,3.3616309113739073
7.8,0.39,70.64406163232768,3.532203081616384
7.9,0.395,53.98248849426021,2.699124424713011
8.0,0.4,73.23916524916595,3.6619582624582976
8.1,0.405,57.79525169206421,2.889762584603211
8.2,0.41,62.183629838814475,3.109181491940724
8.3,0.41500000000000004,69.13966516551109,3.456983258275555
8.4,0.42000000000000004,59.888802848549275,2.994440142427464
8.5,0.42500000000000004,77.38506764426242,3.869253382213121
8.6,0.43,73.13019712528582,3.6565098562642913
8.7,0.435,85.82958692884161,4.29147934644208
8.8,0.44000000000000006,64.355103265549,3.2177551632774506
8.9,0.44500000000000006,81.1496534574147,4.057482672870735
9.0,0.45,77.06714965002189,3.8533574825010946
9.1,0.455,83.93962124931136,4.196981062465568
9.2,0.45999999999999996,96.61415346892363,4.830707673446182
9.3,0.4650000000000001,94.13281685869717,4.706640842934859
9.4,0.47000000000000003,87.14429109841325,4.357214554920662
9.5,0.47500000000000003,66.35239039812836,3.3176195199064185
9.6,0.48,72.6980512251142,3.63490256125571
9.7,0.485,102.7053080670383,5.135265403351916
9.8,0.49000000000000005,94.89161888576282,4.744580944288141
9.9,0.49500000000000005,82.55983931171536,4.127991965585768
