X,Y,X-error,Y-error
0.04715888244203002,0.22184477994793667,0.2,0.2
-0.05208909740814084,-0.05376482625569926,0.2,0.2
0.36780951121979727,-0.6203407154980627,0.2,0.2
-0.033978869545390616,-0.1535866231608758,0.2,0.2
0.14813302802288308,0.5515249734034292,0.2,0.2
0.402425731688846,0.4493560467568257,0.2,0.2
0.30769668160860386,0.08935199124438892,0.2,0.2
0.13299578434480683,0.4414397580404525,0.2,0.2
-0.148808326330618,0.6070473641718173,0.2,0.2
0.46810064734297907,0.5189319210685468,0.2,0.2
0.2166001031608008,0.5061816130175724,0.2,0.2
0.37407022893037384,0.6487287796731617,0.2,0.2
0.7031469486508058,0.9603253141592168,0.2,0.2
0.2971017392000313,0.2554851069545636,0.2,0.2
0.4442441543158353,1.071934511691576,0.2,0.2
0.4098372378332086,1.282851080700276,0.2,0.2
0.14168628969048858,1.1392637309555422,0.2,0.2
0.6422884851960589,1.2176208118640894,0.2,0.2
0.68774579350219,1.083117783160904,0.2,0.2
0.6776957653985987,1.0677732374082352,0.2,0.2
0.6658579319374927,1.132513110804017,0.2,0.2
0.5275654533992262,1.5658064695765426,0.2,0.2
0.8310420121164745,1.6007258563818252,0.2,0.2
0.6472838540649124,1.5859340747345771,0.2,0.2
0.9829816312913313,1.2262799232833506,0.2,0.2
0.621837391657459,1.5087512064756674,0.2,0.2
0.4067789217010617,1.5754452024169205,0.2,0.2
0.8657847557530788,1.5827278995687344,0.2,0.2
0.3889812708669804,1.5996920223527678,0.2,0.2
0.9629835254516376,1.821695622508905,0.2,0.2
0.9048119955737697,1.8409723386435592,0.2,0.2
1.0151448582490414,2.016564359967427,0.2,0.2
0.8801267840185035,1.9825381605221826,0.2,0.2
1.0043175975305452,2.223702840485384,0.2,0.2
0.8334633345446307,1.887770042631819,0.2,0.2
1.0817098211008744,2.0985253845400336,0.2,0.2
0.9814291733168413,2.05297194608534,0.2,0.2
1.1602255354705682,2.1107564170845587,0.2,0.2
1.1709507758248054,2.3249155249081745,0.2,0.2
1.0878638034458596,2.0896581874403455,0.2,0.2
1.3178639517766495,2.0181858809325526,0.2,0.2
0.866598485226009,2.3748410724909266,0.2,0.2
1.2281526324070398,2.477552131688555,0.2,0.2
1.4490571582238658,2.8461745861910397,0.2,0.2
1.1776331085253224,2.8816614604077557,0.2,0.2
1.2063204122624973,2.5709407504545805,0.2,0.2
1.096356071936491,2.8185994220710793,0.2,0.2
1.3772481671291708,2.9309415939796453,0.2,0.2
1.4688992197830697,2.629219828329654,0.2,0.2
1.7827755110311017,2.99558122506717,0.2,0.2
1.4785919863726222,3.415973191632974,0.2,0.2
1.5590161340272726,3.068114672856329,0.2,0.2
1.5489234686881934,3.322720654230883,0.2,0.2
1.8350938194098825,3.274005604435862,0.2,0.2
1.6713174735206189,3.063912983564204,0.2,0.2
1.6592853844846522,3.4698922170502478,0.2,0.2
1.6922776467283196,2.9835393673733286,0.2,0.2
1.531084031511326,3.520012788435441,0.2,0.2
1.6686979506837316,3.377576775754291,0.2,0.2
1.7801139956255414,3.9875905045820814,0.2,0.2
1.4380162825001415,3.79984953050183,0.2,0.2
1.8514078889724506,3.2989924932421073,0.2,0.2
2.1247169546415394,3.6072984501318617,0.2,0.2
1.7825046395176223,3.823580338458052,0.2,0.2
1.7156016092105333,3.6434456106474964,0.2,0.2
2.0321329702895405,3.8540900622278653,0.2,0.2
2.0205475862724462,3.9541352759933686,0.2,0.2
1.9738090150279644,4.441065001279946,0.2,0.2
1.9596909010175563,4.091214517677224,0.2,0.2
2.279039591811131,4.242450805386256,0.2,0.2
2.1330232345739772,4.13870069054037,0.2,0.2
2.1875886131891944,4.465656534238657,0.2,0.2
