X,Y,X-error,Y-error
-0.2085524696182192,3.914930319615206,0.2,0.2
0.19968471408525096,3.437543215801781,0.2,0.2
0.2288407389630742,3.873215541803714,0.2,0.2
0.07367238320630119,3.9926333236840006,0.2,0.2
0.027628491102387433,4.047892006175535,0.2,0.2
-0.05875214305712981,4.026841235918444,0.2,0.2
0.43822735253729383,3.723659569144446,0.2,0.2
0.16684359969562307,4.219382165108717,0.2,0.2
0.19032774080995218,3.810567612237125,0.2,0.2
0.14868466359924895,3.703929337128719,0.2,0.2
0.008892456627539042,3.7967616886129263,0.2,0.2
0.46312868791331796,3.739736911519145,0.2,0.2
-0.12157556383497681,4.055331729854668,0.2,0.2
-0.2510347157553778,3.892141840593082,0.2,0.2
0.12306319125573859,3.9045628873384244,0.2,0.2
0.3586798234219363,4.116477262623408,0.2,0.2
0.3141740288822517,3.453860254058405,0.2,0.2
0.3377850426682995,4.183037573771384,0.2,0.2
0.3264887155112003,3.7810833493989238,0.2,0.2
0.6641166704634116,3.7026990270266293,0.2,0.2
0.20472605782351538,4.210817096603605,0.2,0.2
0.024799645789155056,3.9682551923964375,0.2,0.2
0.12963434490163525,3.962046153637672,0.2,0.2
-0.08222448136682609,4.046675228324964,0.2,0.2
0.37200285180071374,3.6304211990625763,0.2,0.2
-0.12084210345448287,4.136129452812686,0.2,0.2
0.15560177655586882,4.067549648971005,0.2,0.2
0.12946039720841976,3.811896493084295,0.2,0.2
0.2979487276493644,3.2882161294810155,0.2,0.2
0.5427555245722391,3.6524580797958155,0.2,0.2
0.4100544571906752,3.434951047597928,0.2,0.2
0.8923306347185684,3.189875755595811,0.2,0.2
0.05770408265185062,3.545074973039921,0.2,0.2
0.5331868184407429,3.668245109573669,0.2,0.2
0.4617926620599124,3.841868533581219,0.2,0.2
0.45169962174995887,3.43450194734418,0.2,0.2
0.6106460371041376,3.3272828324719583,0.2,0.2
0.3214606336612611,3.8215539992449576,0.2,0.2
0.47228411768654033,3.467283977863932,0.2,0.2
0.3590955479649058,3.5174573382005656,0.2,0.2
0.3417583512182959,3.464377924685161,0.2,0.2
0.5100634368335686,3.8795534080290155,0.2,0.2
0.2992586335325177,3.4217807471669257,0.2,0.2
0.36824708865840494,3.3402716284357057,0.2,0.2
0.5444511534061958,3.6826088734364437,0.2,0.2
0.509428738533215,3.7288952954961814,0.2,0.2
0.7392828479989818,3.8191667949948975,0.2,0.2
0.6135483790969316,3.254019900347243,0.2,0.2
0.3862875143209804,3.65473176379815,0.2,0.2
0.1516498758387011,3.6140522016466976,0.2,0.2
0.7836864367194852,3.6095927291260193,0.2,0.2
0.553248516961845,3.615934665996507,0.2,0.2
1.0495743855975155,3.520598012966078,0.2,0.2
1.1161175315775616,3.6347583034667528,0.2,0.2
0.859364980340056,3.4243211976167394,0.2,0.2
0.8112990126533816,2.841381015590396,0.2,0.2
0.7777881708210576,3.5493320615664974,0.2,0.2
0.7694774474007445,3.390315574813249,0.2,0.2
0.9850398047731066,3.2455640104983043,0.2,0.2
0.17327136388507736,3.2995910350301547,0.2,0.2
0.4442972629538374,3.1924943450120304,0.2,0.2
0.7178450999191841,3.293045372556199,0.2,0.2
0.9316713551166882,3.5490106392910836,0.2,0.2
0.8367334507715295,3.5078543106199733,0.2,0.2
0.7622207215209711,3.5110756883583685,0.2,0.2
0.6827775069327818,3.3140691545459124,0.2,0.2
0.5995844364100265,3.0828699711445684,0.2,0.2
0.9546320464848992,3.174876529464256,0.2,0.2
0.7990016887528452,3.3951425346667388,0.2,0.2
1.0955549439086856,3.1019745718798726,0.2,0.2
0.8709792571349069,3.4223291810592755,0.2,0.2
1.0665625169865347,2.961725655496805,0.2,0.2
1.229847117454543,3.1639196415477424,0.2,0.2
1.0114616518820212,3.204461990338519,0.2,0.2
1.126566718853651,3.0521583402168084,0.2,0.2
1.226746193106586,3.25713076396868,0.2,0.2
1.111959233399506,3.1867264616876425,0.2,0.2
0.9616303053399305,3.1836069485691905,0.2,0.2
0.9724432303241513,3.1752372242018105,0.2,0.2
0.7511327906402779,2.9227817203365576,0.2,0.2
0.7540290689491813,3.27231229763651,0.2,0.2
1.069395533912055,3.377065985692108,0.2,0.2
1.0080646421853274,3.1648565878776855,0.2,0.2
1.2249750236230212,3.1289887237287553,0.2,0.2
1.1972223187606608,3.1838936119152588,0.2,0.2
1.1253026953008654,3.1526703864498016,0.2,0.2
1.2382028773473075,3.2838800902620258,0.2,0.2
0.9578988979891379,3.4060268117417665,0.2,0.2
0.7461690334993576,2.6479988729054114,0.2,0.2
1.3138664953766441,2.7755226751926823,0.2,0.2
0.8668060086596903,3.1301643955923883,0.2,0.2
1.2100373848133401,2.716993301410369,0.2,0.2
0.9643920293749586,3.154825659964942,0.2,0.2
1.079549765619657,3.1858725524998657,0.2,0.2
1.3814289449246597,3.424337928769285,0.2,0.2
1.445671780691753,2.7570481639758144,0.2,0.2
1.5360708604484807,3.2110900645450604,0.2,0.2
1.0075125700762295,2.8332053866383773,0.2,0.2
1.2143902780530988,2.477127090903851,0.2,0.2
1.2139503130580747,3.206481362430077,0.2,0.2
1.5387348895884965,2.6636241091643376,0.2,0.2
1.5381959984518643,2.582640230825108,0.2,0.2
1.2083560835877545,3.0975051188855653,0.2,0.2
